-5.98253	1.6459	-0.454262	3.41092	-0.0773192	8.09921	-2.26606	-4.52614	4.84322	-0.194952	5.61361	-8.60913	-0.0518363	-0.0192376	-2.25978	-1.30219	-1.58991	11.333	6.51082	-3.73013	1.46254	-1.18526	1.62717	0.620849	6.3046	-5.15482	-0.350457	-0.148724	-0.195595	1.91763	-3.20112	-0.101113	15.0969	0.142113	-1.87954	-3.57424	0.979333	-3.79193	2.73201	-0.832079	3.25494	-1.55681	4.12101	3.5091	3.96634	5.56707	-0.285386	17.6608	-4.26355	-0.967512	-1.65703	3.66277	1.07488	10.0613	3.46472	-6.12682	-2.53309	-4.73828	1.3397	-1.26348	-0.893312	3.11774	10.435	-0.334849	
-5.70832	2.65934	-0.64524	-4.00678	0.017377	0.268731	-4.17471	-10.3637	-13.7066	0.783314	-1.32251	-1.93388	-0.314574	-0.776317	4.06604	-2.10397	1.86734	1.7528	-5.01177	-0.45943	-8.67796	0.292815	-0.229282	1.7345	-15.4616	6.95761	-0.0181813	0.707655	0.0884569	-3.15922	0.890905	1.61065	-11.628	0.0990822	-2.1201	-12.1911	-6.8411	-6.48925	-6.22866	0.287948	0.274723	-2.31378	2.47458	0.0467207	3.96923	-6.19848	1.53776	8.80781	3.73635	-1.49614	-0.987423	6.31391	-1.20116	0.87285	-2.4821	-0.719741	2.38741	1.90679	-0.283311	-0.96315	2.05375	1.14386	7.15621	-2.68829	
-9.47102	1.03673	1.91776	3.18638	0.0951899	-0.600284	-5.55024	-0.142751	-6.5426	0.787061	-1.41622	0.895367	0.32215	-0.191769	2.41447	-0.362466	6.17784	-12.0288	-3.37376	-0.0105038	-3.0963	0.91339	-1.00498	2.07036	-4.39029	1.565	-0.501357	1.24033	-0.953587	-8.88445	0.0190124	3.12871	13.0035	-0.257795	-0.625708	15.0161	0.177647	4.43434	-0.196784	-0.316085	-1.31119	2.63692	-2.8585	-2.30043	2.01854	2.87991	-0.720904	4.9175	11.7737	-3.86359	0.593179	-1.80236	1.38576	-7.58253	-1.88168	2.09127	0.619641	-11.991	3.72709	0.0297402	5.21537	-3.16301	-1.37699	-4.90846	
4.68199	0.948975	0.00333894	4.59552	-0.154584	0.208623	9.69284	7.37927	-5.85357	1.04778	-6.47244	-3.64381	0.117439	0.272399	-1.82406	0.781987	-2.08684	-4.75066	-5.52941	-0.629095	-7.05244	-0.148684	0.519399	1.97108	-6.34907	-14.8933	-0.387008	0.193714	-0.080273	5.50025	-1.88971	-3.41423	3.84386	0.270138	-0.382591	-5.73145	-9.89522	-4.86285	-5.5875	-0.60797	-0.238023	-6.47809	-3.54696	-7.27197	-7.65018	2.64519	-0.654133	1.08228	-6.73972	-4.79345	-4.50273	7.4078	-1.17918	6.09065	-0.73893	0.949595	12.7627	2.84984	1.60346	1.74262	-2.28371	0.833315	-6.63462	1.05711	
-12.5215	1.95008	-0.634774	2.21999	0.0328535	-4.91798	5.65474	-9.42571	10.899	-0.737076	5.91258	-7.18011	-0.254961	0.28852	-0.0770506	-0.404345	2.92703	-7.36272	0.667871	-0.555267	1.50568	1.22719	0.0823416	-0.77545	-12.745	-0.490488	0.515963	-1.47735	0.568792	1.66609	1.97998	-0.273132	8.08042	0.409221	3.10836	-2.11905	-0.233117	-1.91145	7.60872	-0.0736387	-0.812603	8.27739	-3.85126	-14.3919	0.544104	-4.10707	-0.107594	-5.64958	-4.59402	-4.01278	-5.7869	0.272619	-0.0482792	-6.03012	0.142161	-4.92989	-1.78225	-2.89315	-3.35029	7.04066	0.838753	-4.18477	1.78164	6.22551	
-2.55616	-0.0693408	0.362025	3.91047	0.0753033	0.394083	5.29106	-10.1778	-4.60208	0.0862724	-4.34607	-0.609235	-0.105561	0.622011	2.12156	1.76254	-5.57953	15.9275	0.827477	0.0154442	-8.11716	0.368769	3.98048	1.63899	4.02357	3.25883	-0.444877	1.24692	-0.0155037	3.86746	-1.73023	4.30723	-14.466	-0.546754	-2.25458	8.69309	6.6002	9.0822	11.7624	-0.99502	-1.31278	-6.33421	2.96162	-4.87399	-1.14442	1.77599	-0.208341	-6.03664	-2.12965	3.95355	2.02702	13.4064	3.16841	5.65935	-3.44335	0.576502	5.21052	-2.72449	-1.10294	1.58104	-2.26174	-1.74123	5.08786	8.35513	
2.68806	1.44186	0.437904	-0.168646	-0.100712	7.8026	12.2395	3.50115	1.87539	-2.17567	2.75157	-5.92421	-0.208874	-1.44574	0.400081	-5.55279	4.99368	-4.65428	-4.52109	4.40711	-1.00524	0.585281	0.58093	0.919155	1.87042	-3.46882	-0.161574	-0.753842	-0.315347	0.76692	4.07666	2.24401	-5.10151	-2.15187	-5.36918	2.88238	2.50215	0.660424	-1.74617	0.696837	7.06339	1.31417	-8.50129	1.72082	1.71768	6.78386	-0.0383123	-0.50271	5.33395	2.89946	-2.52452	1.10156	0.823816	3.35489	3.26861	6.31847	-3.3285	1.72378	0.274357	1.01122	-12.9226	3.70907	-2.39457	6.21743	
-3.00379	1.48021	1.45138	-0.0605606	0.0540299	1.60367	-1.28528	3.68413	1.44627	-1.16958	0.419292	1.20735	0.155727	-0.301913	1.35869	-1.35059	12.1612	5.54123	-0.191142	-0.334907	-11.8766	-0.698989	2.11189	1.56529	0.643707	-9.34421	0.779604	0.456399	-0.010981	-4.10916	8.46303	-4.42609	-1.89607	-0.102548	7.6001	-2.27766	3.90891	3.15942	-2.62588	-1.56301	-3.54869	9.11637	7.34877	-5.37119	-0.970145	-5.1402	-0.715946	1.44855	1.47726	4.34494	1.29559	2.81896	-1.55817	-5.89013	4.61391	3.56054	-0.231323	5.58866	-2.08927	0.579221	-8.42464	1.44462	9.74708	-7.30254	
6.02742	0.968661	2.5239	-2.96336	0.0262835	11.293	4.31337	-5.45319	2.43582	0.896831	4.1785	1.43983	0.246355	-0.179243	-2.30047	1.46535	2.5207	0.855456	-4.67093	1.71378	1.00807	0.420745	0.490577	-1.37064	-8.8919	-3.9967	-0.378901	-0.412096	-0.357733	-0.118297	-5.2734	1.58392	9.39897	0.534433	-3.2394	-23.788	6.77267	5.72561	-9.0845	0.176428	-5.3639	-11.68	0.865041	0.238626	4.10912	1.29973	-0.394937	0.785967	-10.7495	3.34548	-6.68853	-2.26491	0.784559	-3.68853	-3.76609	0.368068	-1.57123	3.49871	-4.54533	0.592477	5.33723	-0.74919	1.76735	0.666705	
-5.85583	-1.36972	1.21536	5.9201	0.0475527	-9.54869	0.813311	-1.40909	10.5497	0.9648	1.07476	-0.750982	0.364784	-0.488082	0.545885	0.149234	3.88639	8.05176	-3.02363	2.37413	-2.40283	1.66265	-0.676714	-1.89447	10.6845	-0.118677	0.097505	0.0368511	0.186968	-7.69214	-3.53491	-1.80686	-8.39329	0.930134	4.47147	-18.4103	-0.942267	-1.39331	3.39103	1.32999	4.34353	-0.383553	-0.498857	11.9041	-2.5689	-0.235077	-0.24771	2.73594	9.84677	-0.971911	-1.90208	12.3441	-4.27265	8.00613	1.97329	-1.59394	-4.61274	-0.719793	-1.54899	-1.32002	10.273	-0.52233	3.29905	1.0156	
